She Need To Text M\u0119 Mannnn!	0.977142857143	0.00571428571429	0.00285714285714	0.0142857142857 F
I so deserve it!	1.0	0.0	0.0	0.0 F
I need to make some calls... but I got to stick to my goal to last until Monday...	0.972	0.0	0.0	0.028   F
Smh... I was just thinking about black male actors and looked up that guy...	0.95125	0.0	0.00125	0.0475  F
EVERY nigga got that one Girl they NEVA letting Go	0.966	0.014	0.0	0.02    F
Stop and frisk shall be no more...	0.985	0.0	0.0	0.015   F
Mamma Imma Be Like Gucci When I Grow Up!	0.954	0.008	0.0	0.038   F
Niggas Be Crazy	0.953333333333	0.0	0.0	0.0466666666667 F
You type nigga my niggas a send to the store bruh won't even let you hit the weed I know this for sure bruh.	0.964	0.0072	0.0	0.0288  F
\u201c@LittleMsMills: @SiMoan_ ahaaha the truck driver and the boxes! Ah ah ah ah! Quarantinee\u201d lol I swear!! After WASSCE boredom \ud83d\ude11	0.9608	0.016	0.02	0.0032  F
Ion even feel like smoking or eating man.	0.951111111111	0.0311111111111	0.0	0.0177777777778 F
Badd out COMESSS	0.98	0.0133333333333	0.00666666666667	0.0 F
#TeamCowboys	0.98	0.0	0.0	0.02    F
Feeling refresh.......	0.98	0.0	0.0	0.02    F
Somebody call me!!!	0.98	0.02	0.0	0.0 F
Pizza and a film... gnight	0.98	0.0	0.00333333333333	0.0166666666667 F
@Savage_4_Pres \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 aw mane I forgot let me hurry up and finish it	1.0	0.0	0.0	0.0 F
Seagames hambar. LoveGame manis manis asem -Seorang Playboy	0.968888888889	0.0311111111111	0.0	0.0 F
Who wanna go to chillis and drink	1.0	0.0	0.0	0.0 F
@jaybmonroe here u go lol	0.99	0.01	0.0	0.0 F
I sip lean pure codeine.	0.993333333333	0.00666666666667	0.0	0.0 F
Lips fall off around the world...	0.974285714286	0.0	0.0	0.0257142857143 F
@Im_XtraGramSam hml bro	0.99	0.01	0.0	0.0 T
@KillaKal080 \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 lmao man spiiiinn	1.0	0.0	0.0	0.0 F
#nw #fixmylife	0.96	0.0	0.02	0.02    F
hey hey hey	0.953333333333	0.0133333333333	0.00666666666667	0.0266666666667 F
Food then work	0.96	0.04	0.0	0.0 F
??? Damn	0.98	0.0	0.0	0.02    F
let me stop before I get in trouble ;-)	1.0	0.0	0.0	0.0 F
@_sauud @IllXLXXXCVlll who u buy polo tees yo?	0.971428571429	0.0114285714286	0.00285714285714	0.0142857142857 F
Gahh damn	0.99	0.01	0.0	0.0 F
Trying to calm my nerves	0.984	0.0	0.0	0.016   F
@A_itzFranklin late September	0.99	0.0	0.0	0.01    F
\u201c@QuietlyStandout: Yeah I'm not drinking again or am I lol\u201d so you got drunk lol	1.0	0.0	0.0	0.0 F
@DeMK1992 he is gone? lord who else???	0.975	0.0	0.0	0.025   F
Nigga hungry AF yo gotdamn	0.984	0.012	0.004	0.0 T
@BoxdenFresco @thaG5 \ud83d\ude02\ud83d\ude02\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d	0.96	0.02	0.02	0.0 F
@MoneyMakinMoola Lmao, Just Chill Bro Cause U.O.E.N.O	0.991428571429	0.00285714285714	0.0	0.00571428571429    F
\ud83d\udc40	0.98	0.0	0.02	0.0 F
